Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score
2025,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Face,Blasting accident,None,5,0,42,10+ years,Basic,Afternoon,62
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Machinery collision,Dumper,4,0,22,3–5 years,Basic,Night,64
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Machinery collision,Drill,8,0,32,<1 year,Intermediate,Morning,62
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,30,3–5 years,Advanced,Night,49
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,40,10+ years,None,Afternoon,51
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Fire,Loader,3,0,40,3–5 years,Advanced,Afternoon,86
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Truck,7,0,23,<1 year,Basic,Morning,57
2025,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Drill,6,0,20,1–3 years,Basic,Night,58
2025,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Roof fall,Loader,9,1,24,<1 year,None,Night,25
2025,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Side fall,Truck,4,0,32,1–3 years,Certified,Night,84
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,29,3–5 years,Intermediate,Night,76
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Machinery collision,Dumper,9,0,18,<1 year,Basic,Afternoon,37
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,22,1–3 years,None,Morning,59
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,7,0,26,1–3 years,Advanced,Afternoon,60
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Explosion,Excavator,10,0,18,<1 year,None,Night,31
2025,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,3,0,30,5–10 years,Certified,Night,99
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Roof fall,Excavator,5,0,23,1–3 years,Advanced,Afternoon,59
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Machinery collision,Truck,4,0,39,5–10 years,Intermediate,Night,71
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,None,7,0,25,<1 year,Basic,Afternoon,55
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Gas leakage,Truck,6,0,24,3–5 years,Basic,Night,77
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,35,5–10 years,Advanced,Night,100
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,5,0,24,3–5 years,Certified,Afternoon,84
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,31,<1 year,Intermediate,Morning,54
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Side fall,Truck,5,0,21,1–3 years,Basic,Morning,61
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Side fall,None,3,0,29,1–3 years,Advanced,Night,78
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Electrical accident,None,3,0,18,3–5 years,Intermediate,Night,76
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Blasting accident,Drill,8,0,21,<1 year,None,Night,26
2025,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Machinery collision,Dumper,9,0,20,1–3 years,Intermediate,Morning,47
2025,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Fire,Dumper,2,0,25,1–3 years,Intermediate,Morning,79
2025,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Fall of person,Dumper,3,0,23,<1 year,Intermediate,Afternoon,59
2025,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Drill,7,0,18,<1 year,Intermediate,Night,66
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Fall of person,None,5,0,19,3–5 years,Intermediate,Night,69
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,3,0,24,3–5 years,Certified,Morning,100
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,6,1,37,1–3 years,Basic,Afternoon,47
2025,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,5,0,53,10+ years,None,Night,59
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Shaft,Fall of person,Heavy Earth Moving Machinery,4,0,29,<1 year,Intermediate,Afternoon,73
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,3,0,27,1–3 years,Certified,Night,66
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Blasting accident,Excavator,8,0,31,3–5 years,Basic,Morning,34
