Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level,Pre_Accident_Risk_Score,Pre_Accident_Risk_Level
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Machinery collision,Heavy Earth Moving Machinery,5,0,32,3–5 years,Basic,Afternoon,70,91.28626494887756,Very High,78.14313247443879,High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Stockyard,Roof fall,Truck,5,0,29,1–3 years,Advanced,Afternoon,72,83.28937021293953,High,68.04468510646977,High
2023,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,6,1,25,1–3 years,None,Morning,50,,Very High,93.95795965149279,Very High
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Stockyard,Gas leakage,Loader,4,0,29,3–5 years,Basic,Night,63,84.13464842114779,High,63.167324210573895,Moderate
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Haul Road,Electrical accident,None,3,0,24,1–3 years,Certified,Morning,90,,Very High,29.0750798885158,Low
2023,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Side fall,None,8,0,27,3–5 years,Basic,Night,45,,Very High,78.47996720229051,High
2023,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,5,0,27,1–3 years,Advanced,Morning,58,71.72050025882652,High,57.46025012941326,Moderate
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Workshop,Electrical accident,Excavator,5,0,18,<1 year,Intermediate,Night,53,74.88494513687077,High,67.54247256843539,High
2023,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,6,0,30,3–5 years,Intermediate,Afternoon,65,95.22282695969557,Very High,81.61141347984778,Very High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Vehicle rollover,Dumper,5,0,38,5–10 years,Basic,Night,57,101.7092019721794,Very High,87.2546009860897,Very High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Vehicle rollover,Heavy Earth Moving Machinery,4,0,50,10+ years,Intermediate,Afternoon,74,85.42795446658141,Very High,70.5139772332907,High
2023,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Truck,6,0,27,3–5 years,Basic,Night,66,99.91133870328947,Very High,86.15566935164475,Very High
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Fire,Heavy Earth Moving Machinery,4,0,29,3–5 years,Basic,Afternoon,74,81.87842368042264,High,61.73921184021132,Moderate
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Excavation Area,Vehicle rollover,Loader,7,0,30,3–5 years,Basic,Morning,75,88.4225514352198,Very High,66.21127571760991,Moderate
2023,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Fall of person,Dumper,4,0,28,1–3 years,Basic,Night,47,105.8537396128948,Very High,98.3268698064474,Very High
2023,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Roof fall,Truck,5,0,26,<1 year,Certified,Afternoon,92,74.70718325023226,High,49.75359162511613,Low
2023,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Dumper,5,0,38,5–10 years,Basic,Morning,72,79.10484320358572,High,67.45242160179285,High
2023,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,9,0,41,10+ years,None,Night,65,,Very High,75.01069059337716,High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Side fall,Dumper,3,0,38,10+ years,Advanced,Morning,96,44.48511900438289,Moderate,35.44255950219144,Low
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,6,0,25,1–3 years,Advanced,Night,63,89.78417724595673,Very High,71.49208862297837,High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Workshop,Gas leakage,Loader,5,0,38,5–10 years,Certified,Night,98,70.41746262541623,High,46.30873131270812,Low
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Opencast,Face,Gas leakage,Heavy Earth Moving Machinery,6,0,33,<1 year,None,Night,61,,Very High,85.38883065817909,Very High
2023,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,26,1–3 years,Advanced,Morning,85,76.11987450527928,High,58.05993725263964,Moderate
2023,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Excavation Area,Side fall,Loader,5,0,21,<1 year,None,Night,46,,Very High,95.74902190540325,Very High
2023,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Electrical accident,Dumper,7,1,36,<1 year,None,Afternoon,40,,Very High,105.89150395923366,Very High
2023,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Heavy Earth Moving Machinery,4,1,29,5–10 years,Basic,Afternoon,64,103.91688472790092,Very High,82.25844236395045,Very High
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,4,0,27,<1 year,Certified,Night,92,71.63757917841957,High,54.218789589209784,Low
2023,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Machinery collision,Excavator,4,0,33,5–10 years,Basic,Night,70,72.90306649559477,High,57.451533247797386,Moderate
2023,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Electrical accident,Drill,3,0,39,10+ years,Advanced,Morning,77,53.12403692694686,Moderate,43.46201846347343,Low
2023,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,7,0,44,5–10 years,None,Night,61,,Very High,76.94776804855826,High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Dumper,6,0,22,<1 year,Basic,Morning,68,84.63810217821874,High,71.41905108910937,High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Stockyard,Vehicle rollover,Excavator,3,0,19,1–3 years,Certified,Afternoon,80,66.88587342854399,High,57.942936714271994,Moderate
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Roof fall,Dumper,9,0,21,<1 year,Basic,Night,26,135.12809798590013,Very High,111.76404899295007,Very High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Face,Side fall,Drill,4,0,19,1–3 years,Intermediate,Night,62,90.58168018461993,Very High,80.69084009230995,Very High
2023,Odisha,Angul,Talcher Coal Mine,Underground,Workshop,Machinery collision,Drill,4,0,30,1–3 years,Certified,Night,90,68.37274650655759,High,52.186373253278795,Low
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Stockyard,Gas leakage,Drill,6,0,40,10+ years,Certified,Night,88,51.75513729427526,Moderate,25.97756864713763,Low
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Workshop,Blasting accident,Dumper,6,0,22,3–5 years,Advanced,Afternoon,94,58.44158071896568,Moderate,34.02079035948284,Low
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,7,1,21,<1 year,Advanced,Night,59,109.8968523196014,Very High,73.2484261598007,High
2023,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Stockyard,Fire,Heavy Earth Moving Machinery,6,0,26,1–3 years,Intermediate,Night,73,100.02289964915478,Very High,80.61144982457739,Very High
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,6,0,18,1–3 years,Advanced,Night,63,90.1767660738838,Very High,74.6883830369419,High
2023,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Machinery collision,None,4,0,27,3–5 years,None,Morning,64,,Very High,41.61507074057036,Low
2023,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,35,5–10 years,Advanced,Night,75,91.11820127784246,Very High,72.55910063892122,High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Explosion,None,6,0,20,<1 year,Advanced,Night,42,,Very High,81.68398420284203,Very High
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Truck,4,0,28,1–3 years,Advanced,Morning,74,72.69247572021033,High,64.14623786010516,Moderate
2023,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Gas leakage,Truck,7,0,41,10+ years,Intermediate,Morning,67,87.15158249895933,Very High,65.47579124947967,Moderate
2023,Tamil Nadu,Ariyalur,Lignite Mine,Opencast,Workshop,Electrical accident,Loader,5,1,29,3–5 years,None,Afternoon,34,,Very High,71.69028665626846,High
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,4,0,37,10+ years,Intermediate,Afternoon,100,60.29268233584766,High,39.64634116792383,Low
2023,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Workshop,Fall of person,Loader,5,0,18,1–3 years,Intermediate,Afternoon,31,81.89327186875362,High,75.6466359343768,High
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,None,2,0,24,1–3 years,Advanced,Night,72,,Very High,46.42007820051789,Low
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Electrical accident,Drill,6,0,32,5–10 years,Basic,Night,57,82.01968491174554,High,71.90984245587276,High
2023,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Explosion,None,4,0,20,1–3 years,Intermediate,Night,54,,Very High,77.32843060141974,High
2023,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Face,Blasting accident,None,4,0,32,3–5 years,None,Night,40,,Very High,74.33804305057879,High
2023,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Haul Road,Machinery collision,Dumper,6,0,28,1–3 years,None,Morning,43,,Very High,77.9808172972728,High
2023,Uttar Pradesh,Mirzapur,Obra Coal Mine,Opencast,Haul Road,Vehicle rollover,Dumper,9,0,20,1–3 years,None,Morning,39,,Very High,81.49371409376378,Very High
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,4,0,34,3–5 years,Intermediate,Morning,72,61.217027743656224,High,45.508513871828114,Low
2023,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Vehicle rollover,Excavator,4,0,31,5–10 years,None,Morning,44,,Very High,76.45455286050466,High
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Fall of person,None,3,0,21,1–3 years,None,Morning,49,,Very High,53.10622671411686,Low
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Loader,6,1,26,<1 year,Intermediate,Morning,80,93.78282053392876,Very High,62.89141026696438,Moderate
2023,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Gas leakage,None,5,0,39,3–5 years,Basic,Night,77,,Very High,63.03813093958264,Moderate
2023,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Machinery collision,Excavator,4,0,29,1–3 years,None,Night,42,,Very High,84.39241272962684,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Excavation Area,Roof fall,Loader,5,1,34,10+ years,Certified,Morning,84,78.79582437978138,High,45.69791218989069,Low
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Haul Road,Gas leakage,Drill,13,0,19,<1 year,Intermediate,Night,37,129.70626011819104,Very High,98.75313005909551,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Stockyard,Fire,Loader,8,1,18,<1 year,None,Morning,25,,Very High,99.96222261889034,Very High
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Haul Road,Blasting accident,Truck,3,0,36,5–10 years,Basic,Night,70,81.57389636503332,High,65.78694818251665,Moderate
2023,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Gas leakage,Dumper,3,0,29,5–10 years,Certified,Morning,91,73.89343921299944,High,50.64671960649972,Low
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,4,1,30,1–3 years,Intermediate,Afternoon,78,82.03687373605796,High,60.11843686802898,Moderate
2023,West Bengal,Purulia,Purulia Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,2,0,28,3–5 years,Advanced,Morning,78,59.85571716765178,Moderate,49.02785858382589,Low
2023,West Bengal,Purulia,Purulia Coal Mine,Underground,Workshop,Fall of person,Dumper,4,0,33,5–10 years,Basic,Morning,61,75.50349965155998,High,67.45174982578,High
2024,Chhattisgarh,Korba,Gevra Coal Mine,Opencast,Face,Blasting accident,Excavator,4,0,28,1–3 years,Intermediate,Afternoon,69,74.19233904307143,High,53.89616952153571,Low
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,5,0,25,<1 year,Advanced,Morning,51,97.02255835230424,Very High,86.21127917615212,Very High
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Face,Fall of person,Drill,3,0,21,<1 year,Certified,Morning,76,58.30535197247906,Moderate,51.852675986239525,Low
2024,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Fire,Loader,7,0,29,1–3 years,Advanced,Night,50,97.81256423503844,Very High,79.90628211751921,High
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Explosion,Truck,5,0,28,1–3 years,Basic,Afternoon,54,111.268986919136,Very High,91.934493459568,Very High
2024,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Loader,8,0,28,1–3 years,None,Night,25,,Very High,108.41315045773247,Very High
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,5,0,27,<1 year,Basic,Morning,53,101.94861686929134,Very High,85.07430843464567,Very High
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Workshop,Side fall,Heavy Earth Moving Machinery,3,0,30,3–5 years,Intermediate,Afternoon,87,76.62572091076758,High,64.71286045538379,Moderate
2024,Chhattisgarh,Surguja,Bishrampur Coal Mine,Underground,Haul Road,Vehicle rollover,Dumper,7,0,40,10+ years,None,Night,49,,Very High,90.99004556515828,Very High
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Opencast,Excavation Area,Roof fall,Excavator,3,0,24,1–3 years,None,Afternoon,54,,Very High,71.00798597716538,High
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Excavation Area,Blasting accident,Dumper,3,0,25,3–5 years,Intermediate,Night,77,76.59612076642796,High,66.19806038321397,Moderate
2024,Gujarat,Bhavnagar,Bhavnagar Lignite Mine,Underground,Face,Fall of person,Loader,7,0,29,1–3 years,Advanced,Afternoon,70,86.36602740768984,Very High,69.18301370384492,High
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Fall of person,Heavy Earth Moving Machinery,3,0,39,5–10 years,Advanced,Afternoon,80,68.98434076999051,High,55.492170384995255,Low
2024,Gujarat,Kutch,Panandhro Lignite Mine,Opencast,Haul Road,Vehicle rollover,Loader,2,0,30,3–5 years,Intermediate,Afternoon,81,55.30643907036741,Moderate,46.3532195351837,Low
2024,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Stockyard,Fall of person,Drill,3,0,43,10+ years,Intermediate,Morning,92,44.829249623678606,Moderate,36.3146248118393,Low
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Fire,Dumper,5,0,26,<1 year,Intermediate,Afternoon,67,78.71423653601684,High,59.75711826800842,Moderate
2024,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Face,Fall of person,Drill,7,0,44,10+ years,Intermediate,Night,87,63.56995322112872,High,49.684976610564355,Low
2024,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Workshop,Vehicle rollover,Heavy Earth Moving Machinery,3,0,21,<1 year,Intermediate,Afternoon,65,88.8887332496365,Very High,79.94436662481824,High
2024,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Electrical accident,Excavator,3,0,26,3–5 years,Advanced,Night,99,44.95769661813668,Moderate,33.278848309068344,Low
2024,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Dumper,6,0,21,<1 year,Certified,Morning,73,81.80908177369449,High,63.004540886847245,Moderate
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Electrical accident,Loader,2,0,31,1–3 years,Intermediate,Morning,67,72.94271357258985,High,65.37135678629492,Moderate
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,11,1,22,<1 year,Basic,Afternoon,35,146.08622037997662,Very High,110.04311018998831,Very High
2024,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Fire,Loader,4,0,28,1–3 years,Advanced,Night,83,81.68668825617294,High,63.94334412808647,Moderate
2024,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,1,34,5–10 years,None,Night,72,,Very High,74.74189645756555,High
2024,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,4,0,39,5–10 years,Advanced,Afternoon,73,67.70191893488091,High,52.450959467440455,Low
2024,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,5,0,34,5–10 years,Intermediate,Morning,66,73.55749824491167,High,56.97874912245584,Moderate
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,21,1–3 years,Basic,Morning,73,68.91148876443222,High,59.05574438221611,Moderate
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,8,1,31,<1 year,Intermediate,Night,49,137.25199372068957,Very High,99.92599686034478,Very High
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Truck,7,0,18,<1 year,Intermediate,Afternoon,69,92.43869840736748,Very High,80.01934920368373,High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Roof fall,Dumper,4,0,20,1–3 years,Advanced,Morning,76,78.10071676980161,High,68.2503583849008,High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Stockyard,Fall of person,Loader,5,0,34,5–10 years,Basic,Night,66,86.44383987281395,Very High,74.42191993640698,High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Side fall,Loader,5,1,28,1–3 years,Intermediate,Morning,53,99.57705324594416,Very High,74.38852662297208,High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Vehicle rollover,Truck,2,0,23,1–3 years,Certified,Morning,85,65.55613533672368,High,55.77806766836184,Moderate
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Side fall,Loader,4,0,25,<1 year,Basic,Night,81,95.23731921345698,Very High,79.8186596067285,High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Fall of person,Excavator,5,0,32,3–5 years,Certified,Afternoon,72,62.87574668960041,High,53.83787334480021,Low
2024,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,8,0,23,1–3 years,Basic,Night,51,103.06374242777704,Very High,83.73187121388852,Very High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,0,21,<1 year,Intermediate,Morning,63,91.17240503187354,Very High,73.68620251593677,High
2024,Odisha,Angul,Talcher Coal Mine,Opencast,Workshop,Fire,Excavator,3,0,31,5–10 years,Intermediate,Morning,85,46.76181424274404,Moderate,29.88090712137202,Low
2024,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Side fall,Loader,3,0,36,1–3 years,Advanced,Morning,81,67.90453208896847,High,56.152266044484236,Moderate
2024,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fire,Truck,5,0,31,3–5 years,Intermediate,Afternoon,66,90.59554569445878,Very High,76.4977728472294,High
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Blasting accident,None,2,0,30,3–5 years,Intermediate,Morning,73,,Very High,53.3480540384138,Low
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Blasting accident,Drill,3,0,22,<1 year,Certified,Afternoon,62,81.46039145422804,High,67.63019572711403,High
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Fall of person,Drill,4,0,18,<1 year,Certified,Afternoon,81,63.50910791792384,High,58.454553958961924,Moderate
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Truck,5,0,35,5–10 years,Intermediate,Night,91,91.79603690334756,Very High,67.59801845167378,High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Fall of person,Truck,4,0,38,5–10 years,Basic,Afternoon,85,66.18262523782896,High,54.09131261891448,Low
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,1,23,1–3 years,Intermediate,Night,71,93.96615481454576,Very High,69.68307740727288,High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Side fall,None,8,0,28,10+ years,None,Afternoon,59,,Very High,63.386741652952196,Moderate
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Fall of person,Drill,3,0,28,1–3 years,Advanced,Morning,69,68.82403980538257,High,60.71201990269128,Moderate
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Drill,6,0,26,<1 year,Advanced,Afternoon,78,67.67828259001486,High,56.43914129500743,Moderate
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Explosion,Excavator,7,0,25,1–3 years,Basic,Morning,34,110.41917672793748,Very High,85.50958836396873,Very High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Shaft,Electrical accident,Dumper,3,0,34,5–10 years,Basic,Morning,58,72.4722823684651,High,69.83614118423256,High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Blasting accident,Heavy Earth Moving Machinery,6,0,28,5–10 years,Advanced,Morning,100,80.78582547316016,High,53.39291273658008,Low
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,30,3–5 years,Intermediate,Night,73,81.64406986881048,High,62.92203493440524,Moderate
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Vehicle rollover,Drill,6,1,33,5–10 years,Basic,Morning,73,84.41314755251842,High,55.306573776259214,Low
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Machinery collision,Dumper,2,0,29,3–5 years,Advanced,Afternoon,84,51.2203236527642,Moderate,40.9101618263821,Low
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Roof fall,Drill,4,0,38,5–10 years,Advanced,Night,85,69.59654445740829,High,53.29827222870414,Low
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,Drill,3,0,39,3–5 years,Advanced,Afternoon,65,69.8494611903006,High,60.4247305951503,Moderate
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Fall of person,Excavator,4,0,34,5–10 years,Basic,Morning,80,70.41320752806608,High,58.20660376403304,Moderate
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Face,Blasting accident,None,4,0,35,5–10 years,None,Morning,54,,Very High,51.22845529732408,Low
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,23,<1 year,Basic,Night,35,116.60120704584752,Very High,97.80060352292375,Very High
2024,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Vehicle rollover,Excavator,7,0,20,1–3 years,Basic,Morning,56,75.14555115114457,High,59.27277557557229,Moderate
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,18,1–3 years,Advanced,Night,90,84.77221750511573,High,71.88610875255786,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Loader,4,0,24,1–3 years,Intermediate,Night,48,91.03120707556825,Very High,83.61560353778412,Very High
2024,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Workshop,Blasting accident,Truck,5,0,23,<1 year,Basic,Afternoon,44,90.5593264293735,Very High,74.57966321468675,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,0,27,1–3 years,Advanced,Night,65,80.60725831157714,High,68.80362915578857,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Side fall,None,6,0,20,<1 year,Basic,Morning,32,,Very High,87.48652818804543,Very High
2024,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,1–3 years,Advanced,Afternoon,80,83.68346175251176,High,71.34173087625588,High
2024,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,Excavator,3,0,40,5–10 years,Intermediate,Morning,66,67.86406665458928,High,58.63203332729464,Moderate
2024,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Electrical accident,Drill,3,0,37,5–10 years,Certified,Night,100,40.073735732261575,Moderate,26.036867866130788,Low
2024,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Workshop,Machinery collision,Drill,3,0,34,5–10 years,None,Afternoon,94,,Very High,36.69516341072334,Low
2024,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,8,0,18,<1 year,Basic,Morning,25,86.84096127876255,Very High,76.42048063938128,High
2024,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Roof fall,Excavator,5,0,22,1–3 years,Basic,Night,56,94.48678109839076,Very High,81.44339054919537,Very High
2025,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,5,0,26,3–5 years,Intermediate,Afternoon,76,90.38338102039071,Very High,74.39169051019536,High
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Workshop,Fall of person,Loader,8,0,30,1–3 years,Intermediate,Afternoon,42,91.28650888953987,Very High,79.04325444476994,High
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,4,0,39,10+ years,Certified,Afternoon,79,74.03301102285789,High,61.31650551142894,Moderate
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Roof fall,Loader,4,0,44,5–10 years,Basic,Night,62,83.38966558304864,High,73.59483279152433,High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Roof fall,Heavy Earth Moving Machinery,8,0,40,10+ years,Basic,Night,79,105.51662254930258,Very High,80.55831127465129,Very High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Dumper,4,0,29,1–3 years,Advanced,Morning,90,72.89038992965217,High,58.94519496482609,Moderate
