Year,State,District,Mine_Name,Mine_Type,Place_of_Operation,Accident_Type,Machinery_Involved,Injured,Death,Worker_Age,Worker_Experience_Years,Training_Level,Shift,Safety_Compliance_Score,Risk_Score,Risk_Level
2024,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Electrical accident,Excavator,3,0,26,3–5 years,Advanced,Night,99,44.95769661813668,Moderate
2024,Jharkhand,Giridih,Giridih Coalfield,Underground,Workshop,Machinery collision,Dumper,6,0,21,<1 year,Certified,Morning,73,81.80908177369449,High
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Workshop,Electrical accident,Loader,2,0,31,1–3 years,Intermediate,Morning,67,72.94271357258985,High
2024,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Machinery collision,Heavy Earth Moving Machinery,11,1,22,<1 year,Basic,Afternoon,35,146.08622037997662,Very High
2024,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Stockyard,Fire,Loader,4,0,28,1–3 years,Advanced,Night,83,81.68668825617294,High
2024,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,1,34,5–10 years,,Night,72,,Very High
2024,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Opencast,Haul Road,Vehicle rollover,Truck,4,0,39,5–10 years,Advanced,Afternoon,73,67.70191893488091,High
2024,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Face,Machinery collision,Heavy Earth Moving Machinery,5,0,34,5–10 years,Intermediate,Morning,66,73.55749824491167,High
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,21,1–3 years,Basic,Morning,73,68.91148876443222,High
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,8,1,31,<1 year,Intermediate,Night,49,137.25199372068957,Very High
2024,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Truck,7,0,18,<1 year,Intermediate,Afternoon,69,92.43869840736747,Very High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Haul Road,Roof fall,Dumper,4,0,20,1–3 years,Advanced,Morning,76,78.10071676980161,High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Stockyard,Fall of person,Loader,5,0,34,5–10 years,Basic,Night,66,86.44383987281395,Very High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Side fall,Loader,5,1,28,1–3 years,Intermediate,Morning,53,99.57705324594416,Very High
2024,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Excavation Area,Vehicle rollover,Truck,2,0,23,1–3 years,Certified,Morning,85,65.55613533672368,High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Face,Side fall,Loader,4,0,25,<1 year,Basic,Night,81,95.23731921345698,Very High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Excavation Area,Fall of person,Excavator,5,0,32,3–5 years,Certified,Afternoon,72,62.87574668960041,High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Opencast,Excavation Area,Fall of person,Heavy Earth Moving Machinery,8,0,23,1–3 years,Basic,Night,51,103.06374242777704,Very High
2024,Maharashtra,Yavatmal,Wani Coal Mine,Underground,Stockyard,Vehicle rollover,Dumper,6,0,21,<1 year,Intermediate,Morning,63,91.17240503187354,Very High
2024,Odisha,Angul,Talcher Coal Mine,Opencast,Workshop,Fire,Excavator,3,0,31,5–10 years,Intermediate,Morning,85,46.76181424274404,Moderate
2024,Odisha,Angul,Talcher Coal Mine,Underground,Excavation Area,Side fall,Loader,3,0,36,1–3 years,Advanced,Morning,81,67.90453208896847,High
2024,Odisha,Angul,Talcher Coal Mine,Underground,Haul Road,Fire,Truck,5,0,31,3–5 years,Intermediate,Afternoon,66,90.59554569445878,Very High
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Blasting accident,,2,0,30,3–5 years,Intermediate,Morning,73,,Very High
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Blasting accident,Drill,3,0,22,<1 year,Certified,Afternoon,62,81.46039145422804,High
2024,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Face,Fall of person,Drill,4,0,18,<1 year,Certified,Afternoon,81,63.509107917923835,High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Face,Gas leakage,Truck,5,0,35,5–10 years,Intermediate,Night,91,91.79603690334756,Very High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Haul Road,Fall of person,Truck,4,0,38,5–10 years,Basic,Afternoon,85,66.18262523782896,High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,1,23,1–3 years,Intermediate,Night,71,93.96615481454576,Very High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Shaft,Side fall,,8,0,28,10+ years,,Afternoon,59,,Very High
2024,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Fall of person,Drill,3,0,28,1–3 years,Advanced,Morning,69,68.82403980538257,High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Fall of person,Drill,6,0,26,<1 year,Advanced,Afternoon,78,67.67828259001486,High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Stockyard,Explosion,Excavator,7,0,25,1–3 years,Basic,Morning,34,110.41917672793747,Very High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Shaft,Electrical accident,Dumper,3,0,34,5–10 years,Basic,Morning,58,72.4722823684651,High
2024,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Blasting accident,Heavy Earth Moving Machinery,6,0,28,5–10 years,Advanced,Morning,100,80.78582547316016,High
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Vehicle rollover,Heavy Earth Moving Machinery,5,0,30,3–5 years,Intermediate,Night,73,81.64406986881048,High
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Underground,Excavation Area,Vehicle rollover,Drill,6,1,33,5–10 years,Basic,Morning,73,84.41314755251842,High
2024,Tamil Nadu,Cuddalore,Neyveli Lignite Mine,Opencast,Stockyard,Machinery collision,Dumper,2,0,29,3–5 years,Advanced,Afternoon,84,51.2203236527642,Moderate
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Roof fall,Drill,4,0,38,5–10 years,Advanced,Night,85,69.59654445740829,High
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Side fall,Drill,3,0,39,3–5 years,Advanced,Afternoon,65,69.8494611903006,High
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Underground,Face,Fall of person,Excavator,4,0,34,5–10 years,Basic,Morning,80,70.41320752806608,High
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Face,Blasting accident,,4,0,35,5–10 years,,Morning,54,,Very High
2024,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Vehicle rollover,Heavy Earth Moving Machinery,7,0,23,<1 year,Basic,Night,35,116.60120704584752,Very High
2024,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Stockyard,Vehicle rollover,Excavator,7,0,20,1–3 years,Basic,Morning,56,75.14555115114457,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Haul Road,Machinery collision,Dumper,6,0,18,1–3 years,Advanced,Night,90,84.77221750511573,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Workshop,Fall of person,Loader,4,0,24,1–3 years,Intermediate,Night,48,91.03120707556823,Very High
2024,Telangana,Peddapalli,Singareni Coal Mine,Opencast,Workshop,Blasting accident,Truck,5,0,23,<1 year,Basic,Afternoon,44,90.5593264293735,Very High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Vehicle rollover,Loader,5,0,27,1–3 years,Advanced,Night,65,80.60725831157714,High
2024,Telangana,Peddapalli,Singareni Coal Mine,Underground,Face,Side fall,,6,0,20,<1 year,Basic,Morning,32,,Very High
2024,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,3,0,31,1–3 years,Advanced,Afternoon,80,83.68346175251176,High
2024,West Bengal,Bankura,Bankura Coal Mine,Underground,Face,Side fall,Excavator,3,0,40,5–10 years,Intermediate,Morning,66,67.86406665458928,High
2024,West Bengal,Bankura,Bankura Coal Mine,Opencast,Excavation Area,Electrical accident,Drill,3,0,37,5–10 years,Certified,Night,100,40.073735732261575,Moderate
2024,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Workshop,Machinery collision,Drill,3,0,34,5–10 years,,Afternoon,94,,Very High
2024,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,8,0,18,<1 year,Basic,Morning,25,86.84096127876255,Very High
2024,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Roof fall,Excavator,5,0,22,1–3 years,Basic,Night,56,94.48678109839075,Very High
2025,Chhattisgarh,Korba,Gevra Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,5,0,26,3–5 years,Intermediate,Afternoon,76,90.38338102039071,Very High
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Workshop,Fall of person,Loader,8,0,30,1–3 years,Intermediate,Afternoon,42,91.28650888953987,Very High
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Shaft,Machinery collision,Heavy Earth Moving Machinery,4,0,39,10+ years,Certified,Afternoon,79,74.03301102285789,High
2025,Chhattisgarh,Koriya,Chirimiri Coal Mine,Underground,Excavation Area,Roof fall,Loader,4,0,44,5–10 years,Basic,Night,62,83.38966558304864,High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Roof fall,Heavy Earth Moving Machinery,8,0,40,10+ years,Basic,Night,79,105.51662254930258,Very High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Haul Road,Machinery collision,Dumper,4,0,29,1–3 years,Advanced,Morning,90,72.89038992965217,High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Underground,Face,Gas leakage,Dumper,4,0,36,5–10 years,Advanced,Night,100,76.02411893725551,High
2025,Chhattisgarh,Raigarh,Raigarh Coal Mine,Opencast,Excavation Area,Vehicle rollover,Dumper,4,0,30,3–5 years,Advanced,Night,53,82.73076393578205,High
2025,Chhattisgarh,Surguja,Bishrampur Coal Mine,Opencast,Workshop,Machinery collision,Truck,3,0,32,3–5 years,Advanced,Night,75,72.6618977778503,High
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Haul Road,Fire,Truck,4,0,40,5–10 years,Basic,Night,77,99.25748026007253,Very High
2025,Gujarat,Kutch,Panandhro Lignite Mine,Underground,Excavation Area,Roof fall,Drill,7,0,19,<1 year,,Afternoon,48,,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Stockyard,Explosion,Loader,5,0,23,3–5 years,Certified,Night,63,69.6816921330572,High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Haul Road,Side fall,Truck,5,0,29,5–10 years,,Night,55,,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Opencast,Excavation Area,Fire,Dumper,5,0,25,<1 year,Intermediate,Night,36,99.70436420084333,Very High
2025,Jharkhand,Bokaro,Bokaro Coal Mine,Underground,Workshop,Fall of person,Excavator,3,0,33,5–10 years,Advanced,Afternoon,92,54.270636081876496,Moderate
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Face,Fall of person,,3,0,23,<1 year,Intermediate,Morning,74,,Very High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Side fall,Heavy Earth Moving Machinery,7,0,39,5–10 years,,Morning,51,,Very High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Stockyard,Fire,Loader,3,0,18,1–3 years,Intermediate,Morning,78,69.7784682705867,High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Explosion,Excavator,5,0,25,3–5 years,Certified,Morning,81,70.1539287880322,High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Underground,Haul Road,Gas leakage,Loader,8,0,20,<1 year,Basic,Night,65,108.37335561260711,Very High
2025,Jharkhand,Dhanbad,Jharia Coalfields,Opencast,Excavation Area,Side fall,Dumper,3,0,35,5–10 years,,Afternoon,62,,Very High
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Workshop,Blasting accident,Loader,7,0,27,<1 year,Advanced,Afternoon,63,74.39326157753466,High
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Excavation Area,Blasting accident,Excavator,3,0,20,<1 year,Intermediate,Afternoon,60,73.09650698809067,High
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Haul Road,Vehicle rollover,Dumper,3,0,26,1–3 years,Certified,Morning,94,70.61456718643136,High
2025,Jharkhand,Giridih,Giridih Coalfield,Opencast,Face,Machinery collision,Excavator,6,0,26,<1 year,Intermediate,Afternoon,50,78.20240444467223,High
2025,Jharkhand,Giridih,Giridih Coalfield,Underground,Face,Roof fall,,2,0,26,5–10 years,Certified,Morning,86,,Very High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,30,3–5 years,Certified,Morning,75,78.97327160352356,High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Face,Gas leakage,Heavy Earth Moving Machinery,4,0,44,10+ years,Intermediate,Night,76,92.3393444947795,Very High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Excavation Area,Roof fall,Dumper,7,0,18,<1 year,,Night,40,,Very High
2025,Jharkhand,Ramgarh,Central Coal Mine,Underground,Haul Road,Explosion,Truck,9,1,18,<1 year,,Night,42,,Very High
2025,Madhya Pradesh,Betul,Pathakhera Coal Mine,Underground,Face,Roof fall,Drill,5,0,21,<1 year,,Afternoon,38,,Very High
2025,Madhya Pradesh,Shahdol,Sohagpur Coal Mine,Underground,Haul Road,Vehicle rollover,Truck,4,0,47,10+ years,Certified,Afternoon,80,73.48803925858145,High
2025,Madhya Pradesh,Singrauli,Nigahi Coal Mine,Underground,Face,Blasting accident,,5,0,42,10+ years,Basic,Afternoon,62,,Very High
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Opencast,Excavation Area,Machinery collision,Dumper,4,0,22,3–5 years,Basic,Night,64,80.0157604011014,High
2025,Madhya Pradesh,Umaria,Umaria Coal Mine,Underground,Haul Road,Machinery collision,Drill,8,0,32,<1 year,Intermediate,Morning,62,92.79709330514271,Very High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Opencast,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,30,3–5 years,Advanced,Night,49,84.58729429949645,High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Workshop,Machinery collision,Heavy Earth Moving Machinery,7,0,40,10+ years,,Afternoon,51,,Very High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Shaft,Fire,Loader,3,0,40,3–5 years,Advanced,Afternoon,86,78.68320254254203,High
2025,Maharashtra,Chandrapur,Chandrapur Coal Mine,Underground,Excavation Area,Machinery collision,Truck,7,0,23,<1 year,Basic,Morning,57,97.69213176884894,Very High
2025,Maharashtra,Nagpur,Umrer Coal Mine,Underground,Shaft,Electrical accident,Drill,6,0,20,1–3 years,Basic,Night,58,101.04979423198772,Very High
2025,Maharashtra,Nagpur,Umrer Coal Mine,Opencast,Face,Roof fall,Loader,9,1,24,<1 year,,Night,25,,Very High
2025,Odisha,Angul,Talcher Coal Mine,Opencast,Excavation Area,Side fall,Truck,4,0,32,1–3 years,Certified,Night,84,66.15013289642293,High
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Haul Road,Fire,Dumper,5,0,29,3–5 years,Intermediate,Night,76,96.12963095622207,Very High
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Underground,Shaft,Machinery collision,Dumper,9,0,18,<1 year,Basic,Afternoon,37,120.09021779850693,Very High
2025,Odisha,Jharsuguda,Ib Valley Coal Mine,Opencast,Haul Road,Gas leakage,Truck,7,0,22,1–3 years,,Morning,59,,Very High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Haul Road,Machinery collision,Dumper,7,0,26,1–3 years,Advanced,Afternoon,60,87.71910112043817,Very High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Excavation Area,Explosion,Excavator,10,0,18,<1 year,,Night,31,,Very High
2025,Odisha,Sundargarh,Basundhara Coal Mine,Opencast,Workshop,Vehicle rollover,Dumper,3,0,30,5–10 years,Certified,Night,99,48.40992545779398,Moderate
2025,Odisha,Sundargarh,Basundhara Coal Mine,Underground,Workshop,Roof fall,Excavator,5,0,23,1–3 years,Advanced,Afternoon,59,80.10226628359982,High
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Haul Road,Machinery collision,Truck,4,0,39,5–10 years,Intermediate,Night,71,92.0826883902027,Very High
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Face,Gas leakage,,7,0,25,<1 year,Basic,Afternoon,55,,Very High
2025,Tamil Nadu,Ariyalur,Lignite Mine,Underground,Excavation Area,Gas leakage,Truck,6,0,24,3–5 years,Basic,Night,77,95.85862256515959,Very High
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Machinery collision,Heavy Earth Moving Machinery,3,0,35,5–10 years,Advanced,Night,100,60.52079140402385,High
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Excavation Area,Side fall,Heavy Earth Moving Machinery,5,0,24,3–5 years,Certified,Afternoon,84,67.8423429811353,High
2025,Telangana,Bhadradri Kothagudem,Kothagudem Coal Mine,Opencast,Haul Road,Machinery collision,Truck,3,0,31,<1 year,Intermediate,Morning,54,83.63916179172416,High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Shaft,Side fall,Truck,5,0,21,1–3 years,Basic,Morning,61,98.92312290221848,Very High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Side fall,,3,0,29,1–3 years,Advanced,Night,78,,Very High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Underground,Excavation Area,Electrical accident,,3,0,18,3–5 years,Intermediate,Night,76,,Very High
2025,Telangana,Mancherial,Bellampalli Coal Mine,Opencast,Excavation Area,Blasting accident,Drill,8,0,21,<1 year,,Night,26,,Very High
2025,Telangana,Peddapalli,Singareni Coal Mine,Underground,Stockyard,Machinery collision,Dumper,9,0,20,1–3 years,Intermediate,Morning,47,89.55615626593604,Very High
2025,Uttar Pradesh,Sonbhadra,Singrauli Coal Mine,Underground,Excavation Area,Fire,Dumper,2,0,25,1–3 years,Intermediate,Morning,79,77.11847287653035,High
2025,West Bengal,Bankura,Bankura Coal Mine,Opencast,Haul Road,Fall of person,Dumper,3,0,23,<1 year,Intermediate,Afternoon,59,80.23075074865245,High
2025,West Bengal,Bankura,Bankura Coal Mine,Underground,Excavation Area,Roof fall,Drill,7,0,18,<1 year,Intermediate,Night,66,94.68631534878149,Very High
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Face,Fall of person,,5,0,19,3–5 years,Intermediate,Night,69,,Very High
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Opencast,Excavation Area,Blasting accident,Heavy Earth Moving Machinery,3,0,24,3–5 years,Certified,Morning,100,50.67577383836695,Moderate
2025,West Bengal,Paschim Bardhaman,Raniganj Coal Mine,Underground,Workshop,Gas leakage,Heavy Earth Moving Machinery,6,1,37,1–3 years,Basic,Afternoon,47,127.41261141333162,Very High
2025,West Bengal,Purulia,Purulia Coal Mine,Opencast,Workshop,Fall of person,Excavator,5,0,53,10+ years,,Night,59,,Very High
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Shaft,Fall of person,Heavy Earth Moving Machinery,4,0,29,<1 year,Intermediate,Afternoon,73,94.52600278949049,Very High
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Fall of person,Drill,3,0,27,1–3 years,Certified,Night,66,70.71327350452184,High
2025,West Bengal,Purulia,Purulia Coal Mine,Underground,Excavation Area,Blasting accident,Excavator,8,0,31,3–5 years,Basic,Morning,34,102.51902455798299,Very High
